Species,Trophic.Niche,Realm
Corvus rhipidurus,Omnivore,Afrotropical
Corvus ruficollis,Omnivore,Saharo-Arabian
Corvus sinaloae,Omnivore,Nearctic
Corvus splendens,Omnivore,Oriental
Corvus tasmanicus,Omnivore,Australian
Corvus tristis,Frugivore,Oceanian
Corvus typicus,Invertivore,Oceanian
Corvus unicolor,Omnivore,Oriental
Corvus validus,Frugivore,Oceanian
Corvus violaceus,Omnivore,Oceanian
Corvus woodfordi,Omnivore,Oceanian
Crypsirina cucullata,Invertivore,Oriental
Crypsirina temia,Omnivore,Oriental
Cyanocitta cristata,Omnivore,Nearctic
Cyanocitta stelleri,Omnivore,Nearctic
Cyanocorax affinis,Frugivore,Neotropical
Cyanocorax beecheii,Omnivore,Nearctic
Cyanocorax cayanus,Omnivore,Neotropical
Cyanocorax chrysops,Invertivore,Neotropical
Cyanocorax coeruleus,Omnivore,Neotropical
Cyanocorax colliei,Omnivore,Nearctic
Cyanocorax cristatellus,Omnivore,Neotropical
Cyanocorax cyanomelas,Omnivore,Neotropical
Cyanocorax cyanopogon,Omnivore,Neotropical
Cyanocorax dickeyi,Omnivore,Nearctic
Cyanocorax formosus,Omnivore,Neotropical
Cyanocorax hafferi,Omnivore,Neotropical
Cyanocorax heilprini,Omnivore,Neotropical
Cyanocorax melanocyaneus,Invertivore,Neotropical
Cyanocorax morio,Omnivore,Neotropical
Cyanocorax mystacalis,Omnivore,Neotropical
Cyanocorax sanblasianus,Omnivore,Nearctic
Cyanocorax violaceus,Omnivore,Neotropical
Cyanocorax yncas,Omnivore,Neotropical
Cyanocorax yucatanicus,Omnivore,Neotropical
Cyanolyca argentigula,Omnivore,Neotropical
Cyanolyca armillata,Invertivore,Neotropical
Cyanolyca cucullata,Omnivore,Neotropical
Cyanolyca mirabilis,Invertivore,Neotropical
Cyanolyca nanus,Invertivore,Neotropical
Cyanolyca pulchra,Invertivore,Neotropical
Cyanolyca pumilo,Invertivore,Neotropical
Cyanolyca quindiuna,Invertivore,Neotropical
Cyanolyca turcosa,Invertivore,Neotropical
Cyanolyca viridicyanus,Invertivore,Neotropical
Cyanopica cooki,Omnivore,Palearctic
Cyanopica cyanus,Omnivore,Palearctic
Dendrocitta bayleii,Omnivore,Oriental
Dendrocitta bayleii,Omnivore,Oriental
Dendrocitta cinerascens,Omnivore,Oriental
Dendrocitta formosae,Omnivore,Oriental
Dendrocitta frontalis,Omnivore,Sino-Japanese
Dendrocitta leucogastra,Omnivore,Oriental
Dendrocitta occipitalis,Omnivore,Oriental
Dendrocitta vagabunda,Omnivore,Oriental
Garrulus bispecularis,Omnivore,Sino-Japanese
Garrulus glandarius,Omnivore,Palearctic
Garrulus lanceolatus,Omnivore,Oriental
Garrulus leucotis,Omnivore,Oriental
Garrulus lidthi,Omnivore,Oriental
Gymnorhinus cyanocephalus,Omnivore,Nearctic
Nucifraga caryocatactes,Granivore,Palearctic
Nucifraga columbiana,Omnivore,Nearctic
Nucifraga hemispila,Granivore,Sino-Japanese
Nucifraga multipunctata,Granivore,Saharo-Arabian
Perisoreus canadensis,Omnivore,Nearctic
Perisoreus infaustus,Omnivore,Palearctic
Perisoreus internigrans,Omnivore,Sino-Japanese
Pica asirensis,Omnivore,Saharo-Arabian
Pica hudsonia,Omnivore,Nearctic
Pica mauritanica,Omnivore,Saharo-Arabian
Pica nutalli,Omnivore,Nearctic
Pica pica,Omnivore,Palearctic
Platysmurus aterrimus,Omnivore,Oriental
Platysmurus leucopterus,Omnivore,Oriental
Podoces biddulphi,Omnivore,Palearctic
Podoces hendersoni,Omnivore,Palearctic
Podoces panderi,Omnivore,Palearctic
Podoces pleskei,Omnivore,Saharo-Arabian
Ptilostomus afer,Omnivore,Afrotropical
Pyrrhocorax graculus,Invertivore,Palearctic
Pyrrhocorax pyrrhocorax,Invertivore,Palearctic
Temnurus temnurus,Invertivore,Oriental
Urocissa caerulea,Omnivore,Oriental
Urocissa erythroryncha,Omnivore,Sino-Japanese
Urocissa flavirostris,Omnivore,Sino-Japanese
Urocissa ornata,Omnivore,Oriental
Urocissa whiteheadi,Omnivore,Oriental
Urocissa xanthomelana,Omnivore,Oriental
Zavattariornis stresemanni,Invertivore,Afrotropical
Ampelioides tschudii,Frugivore,Neotropical
Ampelion rubrocristatus,Frugivore,Neotropical
Ampelion rufaxilla,Frugivore,Neotropical
Carpodectes antoniae,Frugivore,Neotropical
Carpodectes hopkei,Frugivore,Neotropical
Carpodectes nitidus,Frugivore,Neotropical
Carpornis cucullata,Frugivore,Neotropical
Carpornis melanocephala,Frugivore,Neotropical
Cephalopterus glabricollis,Frugivore,Neotropical
Cephalopterus ornatus,Omnivore,Neotropical
Cephalopterus penduliger,Frugivore,Neotropical
Conioptilon mcilhennyi,Frugivore,Neotropical
Cotinga amabilis,Frugivore,Neotropical
Cotinga cayana,Frugivore,Neotropical
Cotinga cotinga,Frugivore,Neotropical
Cotinga maculata,Frugivore,Neotropical
Cotinga maynana,Frugivore,Neotropical
Cotinga nattererii,Frugivore,Neotropical
Cotinga ridgwayi,Frugivore,Neotropical
Doliornis remseni,Frugivore,Neotropical
Doliornis sclateri,Frugivore,Neotropical
Gymnoderus foetidus,Frugivore,Neotropical
Haematoderus militaris,Invertivore,Neotropical
Lipaugus ater,Frugivore,Neotropical
Lipaugus conditus,Frugivore,Neotropical
Lipaugus fuscocinereus,Frugivore,Neotropical
Lipaugus lanioides,Frugivore,Neotropical
Lipaugus streptophorus,Frugivore,Neotropical
Lipaugus unirufus,Frugivore,Neotropical
Lipaugus uropygialis,Frugivore,Neotropical
Lipaugus vociferans,Frugivore,Neotropical
Lipaugus weberi,Frugivore,Neotropical
Perissocephalus tricolor,Frugivore,Neotropical
Phibalura boliviana,Frugivore,Neotropical
Phibalura flavirostris,Frugivore,Neotropical
Phoenicircus carnifex,Frugivore,Neotropical
Phoenicircus nigricollis,Frugivore,Neotropical
Phytotoma raimondii,Herbivore terrestrial,Neotropical
Phytotoma rara,Herbivore terrestrial,Neotropical
Phytotoma rutila,Herbivore terrestrial,Neotropical
Pipreola arcuata,Frugivore,Neotropical
Pipreola aureopectus,Frugivore,Neotropical
Pipreola chlorolepidota,Frugivore,Neotropical
Pipreola formosa,Frugivore,Neotropical
Pipreola frontalis,Frugivore,Neotropical
Pipreola intermedia,Frugivore,Neotropical
Pipreola jucunda,Frugivore,Neotropical
Pipreola lubomirskii,Frugivore,Neotropical
Pipreola pulchra,Frugivore,Neotropical
Pipreola riefferii,Frugivore,Neotropical
Pipreola squamipectus,Frugivore,Neotropical
Pipreola whitelyi,Frugivore,Neotropical
Porphyrolaema porphyrolaema,Frugivore,Neotropical
Procnias albus,Frugivore,Neotropical
Procnias averano,Frugivore,Neotropical
Procnias nudicollis,Frugivore,Neotropical
Procnias tricarunculatus,Frugivore,Neotropical
Pyroderus scutatus,Frugivore,Neotropical
Querula purpurata,Frugivore,Neotropical
Rupicola peruvianus,Frugivore,Neotropical
Rupicola rupicola,Frugivore,Neotropical
Snowornis cryptolophus,Omnivore,Neotropical
Snowornis subalaris,Omnivore,Neotropical
Xipholena atropurpurea,Frugivore,Neotropical
Xipholena lamellipennis,Frugivore,Neotropical
Xipholena punicea,Frugivore,Neotropical
Zaratornis stresemanni,Frugivore,Neotropical
Dasyornis brachypterus,Omnivore,Australian
Dasyornis broadbenti,Invertivore,Australian
Dasyornis longirostris,Invertivore,Australian
Dicaeum aeneum,Omnivore,Oceanian
Dicaeum agile,Frugivore,Oriental
Dicaeum annae,Frugivore,Oceanian
Dicaeum annae,Frugivore,Oceanian
Dicaeum annae,Frugivore,Oceanian
Dicaeum anthonyi,Omnivore,Oriental
Dicaeum aureolimbatum,Omnivore,Oriental
Dicaeum australe,Omnivore,Oriental
Dicaeum beccarii,Omnivore,Oriental
Dicaeum bicolor,Omnivore,Oceanian
Dicaeum cambodianum,Omnivore,Oriental
Dicaeum celebicum,Omnivore,Oriental
Dicaeum chrysorrheum,Frugivore,Oriental
Dicaeum concolor,Omnivore,Oriental
Dicaeum cruentatum,Omnivore,Oriental
Dicaeum dayakorum,Omnivore,NA
Dicaeum erythrorhynchos,Frugivore,Oriental
Dicaeum erythrothorax,Frugivore,Oceanian
Dicaeum everetti,Omnivore,Oriental
Dicaeum eximium,Frugivore,Oceanian
Dicaeum geelvinkianum,Frugivore,Oceanian
Dicaeum haematostictum,Omnivore,Oceanian
Dicaeum haematostictum,Omnivore,Oceanian
Dicaeum haematostictum,Omnivore,Oceanian
Dicaeum haematostictum,Omnivore,Oceanian
Dicaeum haematostictum,Omnivore,Oceanian
Dicaeum haematostictum,Omnivore,Oceanian
Dicaeum haematostictum,Omnivore,Oceanian
Dicaeum haematostictum,Omnivore,Oceanian
Dicaeum hanieli,Omnivore,Oriental
Dicaeum hirundinaceum,Invertivore,Australian
Dicaeum hypoleucum,Frugivore,Oriental
Dicaeum ignicolle,Invertivore,Oceanian
Dicaeum igniferum,Frugivore,Oriental
Dicaeum ignipectus,Omnivore,Oriental
Dicaeum kampalili,Omnivore,Oriental
Dicaeum keiense,Invertivore,Oriental
Dicaeum luzoniense,Omnivore,Oceanian
Dicaeum maugei,Frugivore,Oceanian
Dicaeum melanozanthum,Invertivore,Oriental
Dicaeum minullum,Omnivore,Oriental
Dicaeum monticolum,Omnivore,Oriental
Dicaeum nehrkorni,Frugivore,Oriental
Dicaeum nigrilore,Omnivore,Oriental
Dicaeum nitidum,Frugivore,Oceanian
Dicaeum pectorale,Frugivore,Oceanian
Dicaeum proprium,Frugivore,Oriental
Dicaeum pygmaeum,Frugivore,Sino-Japanese
Dicaeum quadricolor,Frugivore,Oriental
Dicaeum retrocinctum,Frugivore,Oriental
Dicaeum sanguinolentum,Omnivore,Oriental
Dicaeum schistaceiceps,Frugivore,Oceanian
Dicaeum trigonostigma,Omnivore,Oriental
Dicaeum tristrami,Invertivore,Oceanian
Dicaeum trochileum,Omnivore,Oriental
Dicaeum vincens,Frugivore,Oriental
Dicaeum vulneratum,Nectarivore,Oceanian
Dicaeum wilhelminae,Omnivore,Oriental
Prionochilus maculatus,Frugivore,Oriental
Prionochilus olivaceus,Frugivore,Oriental
Prionochilus percussus,Frugivore,Oriental
Prionochilus plateni,Frugivore,Oriental
Prionochilus thoracicus,Invertivore,Oriental
Prionochilus xanthopygius,Omnivore,Oriental
Dicrurus adsimilis,Invertivore,Afrotropical
Dicrurus aeneus,Invertivore,Oriental
Dicrurus aldabranus,Invertivore,Madagascan
Dicrurus aldabranus,Invertivore,Madagascan
Dicrurus andamanensis,Invertivore,Oriental
Dicrurus annectens,Invertivore,Oriental
Dicrurus atripennis,Invertivore,Afrotropical
Dicrurus balicassius,Invertivore,Sino-Japanese
Dicrurus bracteatus,Invertivore,Australian
Dicrurus caerulescens,Invertivore,Oriental
Dicrurus densus,Invertivore,Oceanian
Dicrurus forficatus,Invertivore,Madagascan
Dicrurus fuscipennis,Invertivore,Madagascan
Dicrurus hottentottus,Invertivore,Oriental
Dicrurus leucophaeus,Invertivore,Sino-Japanese
Dicrurus lophorinus,Invertivore,Oriental
Dicrurus ludwigii,Invertivore,Afrotropical
Dicrurus macrocercus,Invertivore,Oriental
Dicrurus megarhynchus,Invertivore,Oceanian
Dicrurus menagei,Invertivore,Oriental
Dicrurus modestus,Invertivore,Afrotropical
Dicrurus montanus,Invertivore,Oriental
Dicrurus paradiseus,Invertivore,Oriental
Dicrurus remifer,Invertivore,Oriental
Dicrurus striatus,Invertivore,Oriental
Dicrurus sumatranus,Invertivore,Oriental
Dicrurus waldenii,Invertivore,Madagascan
Donacobius atricapilla,Invertivore,Neotropical
Dulus dominicus,Frugivore,Neotropical
Elachura formosa,Invertivore,Oriental
Emberiza affinis,Invertivore,Afrotropical
Emberiza aureola,Omnivore,Palearctic
Emberiza bruniceps,Omnivore,Palearctic
Emberiza buchanani,Granivore,Palearctic
Emberiza cabanisi,Invertivore,Afrotropical
Emberiza caesia,Granivore,Palearctic
Emberiza calandra,Omnivore,Palearctic
Emberiza capensis,Granivore,Afrotropical
Emberiza chrysophrys,Omnivore,Palearctic
Emberiza cia,Omnivore,Palearctic
Emberiza cineracea,Omnivore,Saharo-Arabian
Emberiza cioides,Granivore,Palearctic
Emberiza cirlus,Granivore,Saharo-Arabian
Emberiza citrinella,Granivore,Palearctic
Emberiza elegans,Omnivore,Sino-Japanese
Emberiza flaviventris,Omnivore,Afrotropical
Emberiza fucata,Granivore,Palearctic
Emberiza godlewskii,Granivore,Palearctic
Emberiza goslingi,Granivore,Afrotropical
Emberiza hortulana,Omnivore,Palearctic
Emberiza impetuani,Granivore,Afrotropical
Emberiza jankowskii,Granivore,Palearctic
Emberiza koslowi,Granivore,Sino-Japanese
Emberiza lathami,Granivore,Oriental
Emberiza leucocephalos,Omnivore,Palearctic
Emberiza melanocephala,Omnivore,Palearctic
Emberiza pallasi,Omnivore,Palearctic
Emberiza personata,Invertivore,Sino-Japanese
Emberiza poliopleura,Granivore,Afrotropical
Emberiza pusilla,Granivore,Palearctic
Emberiza rustica,Granivore,Palearctic
Emberiza rutila,Invertivore,Palearctic
Emberiza sahari,Granivore,Saharo-Arabian
Emberiza schoeniclus,Omnivore,Palearctic
Emberiza siemsseni,Invertivore,Sino-Japanese
Emberiza socotrana,Granivore,Afrotropical
Emberiza spodocephala,Invertivore,Palearctic
Emberiza stewarti,Granivore,Palearctic
Emberiza striolata,Granivore,Saharo-Arabian
Emberiza sulphurata,Omnivore,Sino-Japanese
Emberiza tahapisi,Granivore,Afrotropical
Emberiza tristrami,Granivore,Palearctic
Emberiza variabilis,Omnivore,Palearctic
Emberiza yessoensis,Granivore,Palearctic
Amadina erythrocephala,Granivore,Afrotropical
Amadina fasciata,Granivore,Afrotropical
Amandava amandava,Granivore,Oriental
Amandava formosa,Granivore,Oriental
Amandava subflava,Granivore,Afrotropical
Chloebia gouldiae,Granivore,Australian
Clytospiza monteiri,Omnivore,Afrotropical
Coccopygia bocagei,Granivore,Afrotropical
Coccopygia melanotis,Granivore,Afrotropical
Coccopygia quartinia,Granivore,Afrotropical
Cryptospiza jacksoni,Granivore,Afrotropical
Cryptospiza reichenovii,Granivore,Afrotropical
Cryptospiza salvadorii,Granivore,Afrotropical
Cryptospiza shelleyi,Granivore,Afrotropical
Emblema pictum,Granivore,Australian
Erythrura coloria,Granivore,Oriental
Erythrura cyaneovirens,Frugivore,Oriental
Erythrura hyperythra,Granivore,Oceanian
Erythrura kleinschmidti,Invertivore,Oceanian
Erythrura papuana,Omnivore,Oceanian
Erythrura pealii,Frugivore,Oceanian
Erythrura prasina,Granivore,Oriental
Erythrura psittacea,Omnivore,Oceanian
Erythrura trichroa,Granivore,Oceanian
Erythrura tricolor,Granivore,Oriental
Erythrura viridifacies,Granivore,Oriental
Estrilda astrild,Granivore,Afrotropical
Estrilda atricapilla,Granivore,Afrotropical
Estrilda charmosyna,Granivore,Afrotropical
Estrilda coerulescens,Granivore,Afrotropical
Estrilda erythronotos,Granivore,Afrotropical
Estrilda kandti,Granivore,Afrotropical
Estrilda melpoda,Granivore,Afrotropical
Estrilda nigriloris,Granivore,Afrotropical
Estrilda nonnula,Granivore,Afrotropical
Estrilda paludicola,Granivore,Afrotropical
Estrilda perreini,Granivore,Afrotropical
Estrilda poliopareia,Granivore,Afrotropical
Estrilda rhodopyga,Granivore,Afrotropical
Estrilda rufibarba,Granivore,Saharo-Arabian
Estrilda thomensis,Granivore,Afrotropical
Estrilda troglodytes,Granivore,Afrotropical
Euodice cantans,Granivore,Afrotropical
Euodice malabarica,Granivore,Oriental
Euschistospiza cinereovinacea,Granivore,Afrotropical
Euschistospiza dybowskii,Granivore,Afrotropical
Granatina granatina,Omnivore,Afrotropical
Granatina ianthinogaster,Granivore,Afrotropical
Heteromunia pectoralis,Granivore,Australian
Hypargos margaritatus,Granivore,Afrotropical
Hypargos niveoguttatus,Granivore,Afrotropical
Lagonosticta larvata,Granivore,Afrotropical
Lagonosticta nigricollis,Granivore,Afrotropical
Lagonosticta nitidula,Granivore,Afrotropical
Lagonosticta rara,Granivore,Afrotropical
Lagonosticta rhodopareia,Granivore,Afrotropical
Lagonosticta rubricata,Granivore,Afrotropical
Lagonosticta rufopicta,Granivore,Afrotropical
Lagonosticta sanguinodorsalis,Granivore,Afrotropical
Lagonosticta senegala,Granivore,Afrotropical
Lagonosticta umbrinodorsalis,Granivore,Afrotropical
Lagonosticta vinacea,Granivore,Afrotropical
Lagonosticta virata,Granivore,Afrotropical
Lepidopygia nana,Granivore,Madagascan
Lonchura atricapilla,Granivore,Oriental
Lonchura caniceps,Granivore,Oceanian
Lonchura castaneothorax,Granivore,Australian
Lonchura ferruginosa,Granivore,Oriental
Lonchura flaviprymna,Granivore,Australian
Lonchura forbesi,Granivore,Oceanian
Lonchura fuscans,Granivore,Oriental
Lonchura fuscata,Granivore,Oriental
Lonchura grandis,Granivore,Oceanian
Lonchura hunsteini,Granivore,Oceanian
Lonchura kelaarti,Granivore,Oriental
Lonchura leucogastra,Granivore,Oriental
Lonchura leucogastroides,Granivore,Oriental
Lonchura leucosticta,Granivore,Oceanian
Lonchura maja,Granivore,Oriental
Lonchura malacca,Granivore,Oriental
Lonchura melaena,Granivore,Oceanian
Lonchura molucca,Granivore,Oceanian
Lonchura montana,Granivore,Oceanian
Lonchura monticola,Granivore,Oceanian
Lonchura nevermanni,Granivore,Oceanian
Lonchura oryzivora,Granivore,Oriental
Lonchura pallida,Granivore,Oceanian
Lonchura punctulata,Granivore,Oriental
Lonchura quinticolor,Granivore,Oceanian
Lonchura spectabilis,Granivore,Oceanian
Lonchura striata,Granivore,Oriental
Lonchura stygia,Granivore,Oceanian
Lonchura teerinki,Granivore,Oceanian
Lonchura tristissima,Granivore,Oceanian
Lonchura vana,Granivore,Oceanian
Mandingoa nitidula,Granivore,Afrotropical
Neochmia evangelinae,Granivore,Oceanian
Neochmia modesta,Granivore,Australian
Neochmia phaeton,Granivore,Australian
Neochmia ruficauda,Granivore,Australian
Neochmia temporalis,Granivore,Australian
Nesocharis ansorgei,Granivore,Afrotropical
Nesocharis capistrata,Granivore,Afrotropical
Nesocharis shelleyi,Omnivore,Afrotropical
Nigrita bicolor,Omnivore,Afrotropical
Nigrita canicapillus,Invertivore,Afrotropical
Nigrita fusconotus,Invertivore,Afrotropical
Nigrita luteifrons,Invertivore,Afrotropical
Odontospiza griseicapilla,Granivore,Afrotropical
Oreostruthus fuliginosus,Granivore,Oceanian
Ortygospiza atricollis,Granivore,Afrotropical
Paludipasser locustella,Granivore,Afrotropical
Parmoptila jamesoni,Invertivore,Afrotropical
Parmoptila rubrifrons,Invertivore,Afrotropical
Parmoptila woodhousei,Invertivore,Afrotropical
Poephila acuticauda,Granivore,Australian
Poephila cincta,Granivore,Australian
Poephila personata,Granivore,Australian
Pyrenestes minor,Granivore,Afrotropical
Pyrenestes ostrinus,Granivore,Afrotropical
Pyrenestes sanguineus,Granivore,Afrotropical
Pytilia afra,Granivore,Afrotropical
Pytilia hypogrammica,Granivore,Afrotropical
Pytilia lineata,Omnivore,Afrotropical
Pytilia melba,Granivore,Afrotropical
Pytilia phoenicoptera,Granivore,Afrotropical
Spermestes bicolor,Granivore,Afrotropical
Spermestes cucullata,Granivore,Afrotropical
Spermestes fringilloides,Granivore,Afrotropical
Spermophaga haematina,Omnivore,Afrotropical
Spermophaga poliogenys,Granivore,Afrotropical
Spermophaga ruficapilla,Granivore,Afrotropical
Stagonopleura bella,Granivore,Australian
Stagonopleura guttata,Granivore,Australian
Stagonopleura oculata,Granivore,Australian
Taeniopygia bichenovii,Granivore,Australian
Taeniopygia castanotis,Granivore,Australian
Taeniopygia guttata,Granivore,Oceanian
Uraeginthus angolensis,Granivore,Afrotropical
Uraeginthus bengalus,Granivore,Afrotropical
Uraeginthus cyanocephalus,Granivore,Afrotropical
Eulacestoma nigropectus,Invertivore,Oceanian
Eupetes macrocerus,Invertivore,Oriental
Corydon sumatranus,Invertivore,Oriental
Cymbirhynchus affinis,Invertivore,Oriental
Cymbirhynchus macrorhynchos,Invertivore,Oriental
Eurylaimus harterti,Invertivore,Oriental
Eurylaimus javanicus,Invertivore,Oriental
Eurylaimus ochromalus,Invertivore,Oriental
Psarisomus dalhousiae,Invertivore,Oriental
Pseudocalyptomena graueri,Omnivore,Afrotropical
Sarcophanops samarensis,Invertivore,Oriental
Sarcophanops steerii,Invertivore,Oriental
Serilophus lunatus,Invertivore,Oriental
Serilophus rubropygius,Invertivore,Oriental
Falcunculus frontatus,Invertivore,Australian
Falcunculus leucogaster,Invertivore,Australian
Falcunculus whitei,Invertivore,Australian
Chamaeza campanisona,Invertivore,Neotropical
Chamaeza meruloides,Invertivore,Neotropical
Chamaeza mollissima,Invertivore,Neotropical
Chamaeza nobilis,Invertivore,Neotropical
Chamaeza ruficauda,Invertivore,Neotropical
Chamaeza turdina,Invertivore,Neotropical
Formicarius analis,Invertivore,Neotropical
Formicarius colma,Invertivore,Neotropical
